,Account,Tweet_text,timestamp,compound,positive,negative,neutral
350,CNN,Hundreds of people defied a Turkish government ban to take part in a Pride Parade in Istanbul on Sunday before bein… https://t.co/PH7FNvRWqn,2018-07-02 12:14:44,-0.296,0.1,0.15,0.75
351,CNN,"President Trump's longtime personal attorney, Michael Cohen, says his loyalty is first to his family and country, n… https://t.co/KorsObM3Hg",2018-07-02 12:01:23,0.5423,0.163,0.0,0.837
352,CNN,A woman was yanked from a boat when a shark she was hand-feeding bit into her finger and hauled her into waters off… https://t.co/mZkrKR5zQy,2018-07-02 11:37:53,0.0,0.0,0.0,1.0
353,CNN,"5 things for Monday:

- Mexico presidential election
- Immigration protests
- North Korea
- Idaho stabbings
- New l… https://t.co/XCvWLwkHjX",2018-07-02 11:21:03,-0.2263,0.0,0.119,0.881
354,CNN,A British lawmaker has called for a temporary ban on bouncy castles in public places after a 7-year-old girl was th… https://t.co/BV9DI0mR1O,2018-07-02 11:09:48,-0.5574,0.0,0.167,0.833
355,CNN,"NBA star LeBron James has signed a four-year, $154 million deal to join the Los Angeles Lakers, his agency announce… https://t.co/XEbiCpsPV8",2018-07-02 11:04:20,0.296,0.104,0.0,0.896
356,CNN,Australia has joined a long list of countries taking action against single-use plastic bags with large retailers in… https://t.co/De5Qx4iVlK,2018-07-02 10:55:06,0.0,0.0,0.0,1.0
357,CNN,Forget the World Cup. The largest soccer crowd this weekend was in Atlanta. https://t.co/Or5SFyr97v https://t.co/aWDHz9lJ15,2018-07-02 10:46:11,-0.2263,0.0,0.119,0.881
358,CNN,"By castigating the ""liberal left"" and seizing on calls by some prominent Democrats for the abolition of ICE, Presid… https://t.co/0nTjTrjDpD",2018-07-02 10:37:05,0.3182,0.108,0.0,0.892
359,CNN,"If you use a plastic straw or plastic utensils in Seattle now, get ready to pay. Violators will be subject to a $25… https://t.co/5oe2woQGVX",2018-07-02 10:26:40,-0.2023,0.097,0.167,0.736
360,CNN,Canada hits $13 billion of US goods with new tariffs https://t.co/QFAixe03fd https://t.co/tjRW07U6tv,2018-07-02 10:21:09,0.0,0.0,0.0,1.0
361,CNN,"Andres Manuel Lopez Obrador wins landslide victory in Mexico's presidential election --
he is estimated to have rec… https://t.co/tSmvCyeB8u",2018-07-02 09:53:02,0.5719,0.171,0.0,0.829
362,CNN,A shark sank its teeth into a woman's finger and hauled her into the water off the northwestern coast of Australia https://t.co/wAirTWzT2N,2018-07-02 09:48:03,0.0,0.0,0.0,1.0
363,CNN,"It looked like a scene from an apocalypse movie as eerie, orange-brown haze saturated the San Francisco sky over th… https://t.co/PUVojDjP31",2018-07-02 09:37:11,0.0,0.109,0.109,0.783
364,CNN,"Host nation Russia sensationally knocked Spain out of the #WorldCup yesterday. After a 1-1 draw, Russia won 4-3 in… https://t.co/umPSWZlMeJ",2018-07-02 09:24:05,0.5719,0.171,0.0,0.829
365,CNN,A 7-year-old was reunited with her mom after nearly 2 months in immigration detention. The mother's message to othe… https://t.co/eAZsy83FEn,2018-07-02 08:52:36,-0.3612,0.0,0.128,0.872
366,CNN,Australia has joined a long list of countries taking action against single-use plastic bags https://t.co/sUWt1faqk2,2018-07-02 08:42:07,0.0,0.0,0.0,1.0
367,CNN,Death of 11 Indian family members linked to occult rites https://t.co/4nJO5V7WVt https://t.co/Xvs39M1iBO,2018-07-02 08:32:07,-0.5994,0.0,0.262,0.738
368,CNN,"If you use a plastic straw or plastic utensils in Seattle now, get ready to pay. Violators will be subject to a $25… https://t.co/ZYOPeWMWI6",2018-07-02 08:17:01,-0.2023,0.097,0.167,0.736
369,CNN,Croatia beat Denmark 3-2 on penalties to move into the quarterfinals of the #WorldCup in another dramatic day of ac… https://t.co/buU2UBYEJ5,2018-07-02 08:07:02,0.0,0.0,0.0,1.0
370,CNN,"An artificial ovary may soon be possible, according to researchers who have engineered an ovarian ""scaffold"" on whi… https://t.co/7bGS7AL7wj",2018-07-02 07:58:03,0.0,0.0,0.0,1.0
371,CNN,"North Korea appears to be finalizing the expansion of a key ballistic missile manufacturing site, analysts say https://t.co/q91jmnUDXV",2018-07-02 07:46:04,0.0,0.0,0.0,1.0
372,CNN,Hear emotional phone calls from parents separated from their kids as a result of the Trump administration's zero to… https://t.co/DqFQmZhnwq,2018-07-02 07:45:00,0.1531,0.082,0.0,0.918
373,CNN,Mohamed Salah signs new long-term deal and pledges future to Liverpool football club https://t.co/zKilfrjFjg https://t.co/K9TlXTMdgG,2018-07-02 07:33:06,0.0,0.0,0.0,1.0
374,CNN,LeBron James will join the Los Angeles Lakers in a four-year-deal worth $154 million https://t.co/N5lwBWfmeT https://t.co/o2FcFDaLKG,2018-07-02 07:18:58,0.4767,0.24,0.0,0.76
375,CNN,"At the Families Belong Together rally in Los Angeles, singer John Legend urged protesters to resist the ""temptation… https://t.co/2l2hCPXz0H",2018-07-02 07:15:04,-0.2263,0.0,0.095,0.905
376,CNN,A controversial Philippines mayor was shot and killed by a sniper on Monday morning https://t.co/YcZRYRJFNp,2018-07-02 07:04:05,-0.743,0.0,0.364,0.636
377,CNN,Sen. Tim Scott says he plans to recommend Rep. Trey Gowdy for Supreme Court https://t.co/Hc3LXplDDg https://t.co/cZAJNsLtaw,2018-07-02 06:45:06,0.7269,0.303,0.0,0.697
378,CNN,"""Cheryl and I are sad to announce that we are going our separate ways."" Former One Direction member Liam Payne and… https://t.co/5JBNe9Gemj",2018-07-02 06:28:05,-0.4767,0.0,0.134,0.866
379,CNN,"Spider-Man, Captain America, and other superheroes dropped by a children's hospital in Iowa to give the kids a thri… https://t.co/s8YUc5LKZ8",2018-07-02 06:15:00,0.0,0.0,0.0,1.0
380,CNN,"A ""revolution"" for Mexico? President-elect Andres Manuel Lopez Obrador has been running to be Mexican president for… https://t.co/Mxv3Puztdp",2018-07-02 06:14:47,0.0,0.0,0.0,1.0
381,CNN,"Andres Manuel Lopez Obrador wins landslide victory in Mexico's presidential election --
he is estimated to have rec… https://t.co/4x9g40GcY1",2018-07-02 05:59:59,0.5719,0.171,0.0,0.829
382,CNN,"These 600 Hawaiian cats have a better life than you.

Welcome to the Lana'i Cat Sanctuary -- Where felines of all s… https://t.co/ipeg72sXwd",2018-07-02 05:45:09,0.7096,0.228,0.0,0.772
383,CNN,The FDR Library and Museum released rare video of Franklin D. Roosevelt walking https://t.co/xUMKmgw8po https://t.co/OnMSt5KLG7,2018-07-02 05:15:00,0.0,0.0,0.0,1.0
384,CNN,"In a retail industry beset by problems, H&amp;M has a stockpile of unsold clothes worth $4 billion… https://t.co/Zg35CP2R8d",2018-07-02 04:45:00,-0.2023,0.102,0.145,0.753
385,CNN,"Arnold Schwarzenegger mocks Trump's attempts to ""rescue the coal industry,"" asking in a video message what the US P… https://t.co/nJVHV0GwQX",2018-07-02 04:15:00,0.0772,0.142,0.129,0.73
386,CNN,"Former President Barack Obama tells Democrats: ""This is a moment of great urgency and you are right to be concerned… https://t.co/WvIDQqLPKF",2018-07-02 03:45:06,0.6249,0.177,0.0,0.823
387,CNN,Canada hits $13 billion of US goods with new tariffs https://t.co/MqJDIrR0V1 https://t.co/uTNQKf1UV1,2018-07-02 03:15:01,0.0,0.0,0.0,1.0
388,CNN,Boeing's hypersonic passenger plane could get you from New York to London in 2 hours https://t.co/1tMlTjVBI4 https://t.co/osBzfEdBcY,2018-07-02 02:45:06,0.0,0.0,0.0,1.0
389,CNN,"In 2012, Luke Mickelson was shocked to learn that children in his community slept on the floor. So he quit his high… https://t.co/5LPQdK7eNn",2018-07-02 02:15:00,-0.3182,0.0,0.095,0.905
390,CNN,Here's everything you need to know about what's happening this week https://t.co/SVCWQHReai https://t.co/W9OWBHdFRR,2018-07-02 02:00:01,0.0,0.0,0.0,1.0
391,CNN,"The Trump administration doesn't ""have a plan. I don't think they even really know where all of these children are,… https://t.co/1sOfMfrtFK",2018-07-02 01:45:03,0.0,0.0,0.0,1.0
392,CNN,Forget the World Cup. The largest soccer crowd this weekend was in Atlanta. https://t.co/aOWd7KT8By https://t.co/Cc7Q2RBspc,2018-07-02 01:30:00,-0.2263,0.0,0.119,0.881
393,CNN,These are the stunning winners of the 2018 National Geographic Travel Photographer of the Year… https://t.co/4YRjW9JouI,2018-07-02 01:15:10,0.6908,0.289,0.0,0.711
394,CNN,Arson suspect arrested as blaze in southern Colorado grows https://t.co/0JtzxG09Zb https://t.co/DOm6avBpkp,2018-07-02 01:00:15,-0.6486,0.0,0.371,0.629
395,CNN,Croatia through to quarterfinals after penalty shootout win over Denmark https://t.co/oyXC8IKkvH https://t.co/2p9zNtxTwI,2018-07-02 01:00:00,0.2023,0.226,0.179,0.595
396,CNN,"Canada won't be pushed around by the US, writes Samantha Vinograd for @CNNOpinion https://t.co/MQuRNVb1px https://t.co/GDd5RGzSID",2018-07-02 00:45:04,0.0,0.0,0.0,1.0
397,CNN,Is #Hawaii really the paradise most people think it is? @WKamauBell exposes a side to our beautiful 50th state that… https://t.co/uBBXk3fxwh,2018-07-02 00:37:12,0.835,0.312,0.056,0.632
398,CNN,Shooting won't deter Capital Gazette journalists https://t.co/TFTLGlA5Av https://t.co/jovYbARv2i,2018-07-02 00:30:08,0.0,0.0,0.0,1.0
399,CNN,"""Abolish ICE"" isn't about open borders, writes Dean Obeidallah for @CNNOpinion https://t.co/Wy1UpjGLeX https://t.co/7uXE4JXq8t",2018-07-02 00:15:05,0.0,0.0,0.0,1.0
400,FoxNews,".@MZHemingway: ""You have a problem again with the Democratic Party— a lot of people have invested in just resistanc… https://t.co/WVgEHm0TM1",2018-07-03 06:07:00,-0.4019,0.0,0.137,0.863
401,FoxNews,".@PressSec on SCOTUS pick: ""[President @realDonaldTrump is] looking for individuals that have the right intellect,… https://t.co/WO4WaK7Uta",2018-07-03 06:00:00,0.0,0.0,0.0,1.0
402,FoxNews,".@RepChrisCollins: “Now we have a chance, with our president, to lock down this 5-4 Conservative constitutional cou… https://t.co/8hRVNz8Cu3",2018-07-03 05:45:00,0.25,0.111,0.0,0.889
403,FoxNews,Roseanne Barr claims she's been offered new TV projects since cancellation scandal https://t.co/Mq3U5gmQtX,2018-07-03 05:38:00,-0.4404,0.0,0.195,0.805
404,FoxNews,".@KellyannePolls: “The call for the abolition of ICE, in my view, is the intersection of arrogance and ignorance.” https://t.co/yN5f5LbJhm",2018-07-03 05:30:00,-0.5267,0.0,0.159,0.841
405,FoxNews,"Texas city to fly 40,000 American flags, one at every home, on 4th of July #ProudAmerican https://t.co/dw9EIyEBJg",2018-07-03 05:23:00,0.0,0.0,0.0,1.0
406,FoxNews,".@kimguilfoyle: ""[@RepMaxineWaters] is not to be commended for her rhetoric. I think it is divisive and I think it… https://t.co/odDtRQfpBM",2018-07-03 05:15:00,-0.3412,0.0,0.124,0.876
407,FoxNews,"Sheriff Chuck Jenkins: “I have worked with people of ICE… they are very dedicated, very committed. They do a tough… https://t.co/paBvW9BIrs",2018-07-03 05:00:00,0.714,0.248,0.0,0.752
408,FoxNews,".@PressSec: ""The @POTUS is focused not on the short-term, but on the long-term and he wants to make sure that we're… https://t.co/aXKp3Aw8er",2018-07-03 04:57:30,0.5789,0.192,0.0,0.808
409,FoxNews,"The LAPD arrested Mike Bonin, a Democratic Los Angeles councilman, on Monday after he and other demonstrators block… https://t.co/6K2J8vrh2t",2018-07-03 04:53:00,-0.4767,0.0,0.154,0.846
410,FoxNews,"Obama administration granted citizenship to 2,500 Iranians during nuclear deal: Iran official https://t.co/sbKkU8EJFG",2018-07-03 04:45:00,0.25,0.143,0.0,0.857
411,FoxNews,".@PressSec on immigration: ""I think it's outrageous that Democrats have not come to the table and tried to help fix… https://t.co/La0YalkBdu",2018-07-03 04:38:00,-0.0772,0.109,0.121,0.769
412,FoxNews,".@DLoesch: “The calls to abolish ICE and have nothing there in its place, it’s irresponsible and it’s reckless gove… https://t.co/ttGY7yTAoE",2018-07-03 04:30:00,-0.6808,0.0,0.237,0.763
413,FoxNews,American killed in Bahamas boat explosion ID'd as Tennessee woman https://t.co/wpNzqgYANg,2018-07-03 04:23:00,-0.6705,0.0,0.31,0.69
414,FoxNews,"On @foxandfriends, Counselor to the President @KellyannePolls slammed Democrats who are calling for the ""abolition… https://t.co/IVOT1CsvV5",2018-07-03 04:15:00,0.0,0.0,0.0,1.0
415,FoxNews,STUNNING: The sun sets behind the Statue Of Liberty in New York on July 1. https://t.co/EndE60tjAG,2018-07-03 04:07:00,0.7739,0.325,0.0,0.675
416,FoxNews,".@KellyannePolls: ""The @POTUS is putting it this way— it's a binary choice. You're either for open borders and the… https://t.co/1bQZDgxW6r",2018-07-03 04:01:00,0.0,0.0,0.0,1.0
417,FoxNews,".@BradThor on Trump-Putin summit: ""With @AmbJohnBolton behind him, nobody's going to take advantage of Donald Trump… https://t.co/ZbtusKdBbH",2018-07-03 03:54:36,0.25,0.111,0.0,0.889
418,FoxNews,OPINION: Trump's birthday gift to America - A booming economy https://t.co/YA10g2OtlV,2018-07-03 03:48:55,0.4404,0.266,0.0,0.734
419,FoxNews,'Black Hawk Down' veteran now deployed in fight against opioids https://t.co/rsziCm56ox,2018-07-03 03:42:06,-0.3818,0.0,0.206,0.794
420,FoxNews,Wanda Barzee denied parole in Elizabeth Smart kidnapping https://t.co/RumdFRBGKG,2018-07-03 03:35:00,-0.0516,0.214,0.23,0.556
421,FoxNews,A look at potential SCOTUS nominee Judge Amy Coney Barrett https://t.co/YmgWU2r5OJ,2018-07-03 03:30:20,0.0,0.0,0.0,1.0
422,FoxNews,China Trade Targets https://t.co/JPHodgUHTX,2018-07-03 03:26:04,0.0,0.0,0.0,1.0
423,FoxNews,U.S. service members with the Defense POW/MIA Accounting Agency conduct a disinterment ceremony at the National Mem… https://t.co/NLhIwAS7UZ,2018-07-03 03:22:02,0.128,0.086,0.0,0.914
424,FoxNews,Canada Trade Targets https://t.co/jAMCWBKybT,2018-07-03 03:17:27,0.0,0.0,0.0,1.0
425,FoxNews,"Leonard Leo: ""[@realDonaldTrump is] a president, he's a former CEO and he's an entrepreneur so he knows how to gaug… https://t.co/Oej8shmJbB",2018-07-03 03:16:09,0.0,0.0,0.0,1.0
426,FoxNews,Rpt: Top ISIS Finance Chief is Killed in US Led Raid https://t.co/SMblkUh0lc,2018-07-03 03:15:01,-0.5719,0.11,0.276,0.613
427,FoxNews,".@DevinNunes: ""It will be the first time during this entire investigation that the American people get to see actua… https://t.co/jGOuUTNCjJ",2018-07-03 03:08:50,0.0,0.0,0.0,1.0
428,FoxNews,Wrong number leads to attempt to sell weed to cop https://t.co/2b5RdHFn6U,2018-07-03 03:07:00,-0.4215,0.097,0.231,0.672
429,FoxNews,"""They're safe!""

The dozen boys of a youth soccer team and their coach have been found alive in a cave complex afte… https://t.co/ZHbfZmt05w",2018-07-03 03:01:00,0.4389,0.126,0.0,0.874
430,FoxNews,Illinois man says he used serrated bread knife to stab sleeping parents of girl who called him 'ugly'… https://t.co/gIqgjn4nAy,2018-07-03 02:54:42,-0.5859,0.0,0.174,0.826
431,FoxNews,Florida deputy fatally shoots alligator who chased teen girl up tree https://t.co/CxksfUOMx9,2018-07-03 02:44:58,-0.6369,0.0,0.276,0.724
432,FoxNews,"During a press briefing on Monday, @WhiteHouse @PressSec Sarah Sanders slammed Democrats for not coming ""to the tab… https://t.co/z4QzceXlqs",2018-07-03 02:34:36,0.0,0.0,0.0,1.0
433,FoxNews,"Capital Gazette murder suspect wrote of 'killing every person present' in letters, police say https://t.co/CnXbncfeQz",2018-07-03 02:25:15,-0.9062,0.0,0.485,0.515
434,FoxNews,Judge rules DHS must consider detained asylum-seekers' parole on case-by-case basis https://t.co/XslP74cNyS,2018-07-03 02:15:28,-0.4019,0.0,0.197,0.803
435,FoxNews,"#Trump slams 'underspending' NATO allies ahead of key summit, warns WTO: 'We will be doing something' https://t.co/CuYL874fPA",2018-07-03 02:06:00,-0.1027,0.0,0.08,0.92
436,FoxNews,".@brithume: @GOP Sens. Collins, Murkowski Key to Success of Trump SCOTUS Pick https://t.co/xpPMsRYuYT",2018-07-03 01:58:59,0.5719,0.236,0.0,0.764
437,FoxNews,Australian bishop convicted of covering up child sex abuse is sentenced https://t.co/08itdFUSFG,2018-07-03 01:57:58,-0.6486,0.0,0.346,0.654
438,FoxNews,ObamaCare's future becomes big issue in midterm elections https://t.co/4NPRp0LXuI,2018-07-03 01:53:36,0.0,0.0,0.0,1.0
439,FoxNews,".@KellyannePolls: ""The @POTUS is putting it this way— it's a binary choice. You're either for open borders and the… https://t.co/SbpH36cRmT",2018-07-03 01:51:36,0.0,0.0,0.0,1.0
440,FoxNews,".@KellyannePolls: ""ICE provides so many services that are critical to everyone's security in this country."" #Hannity https://t.co/DHSHEqxFFX",2018-07-03 01:46:07,0.0258,0.122,0.117,0.761
441,FoxNews,".@AriFleischer: ""The reason Donald Trump can put whoever he wants on the Supreme Court within reason and the Senate… https://t.co/aXDrbrjZFw",2018-07-03 01:42:00,0.5574,0.159,0.0,0.841
442,FoxNews,"“We are coming, it’s ok.”

Dramatic video shows the moment twelve boys and their soccer coach were found after bein… https://t.co/eaccCqIauJ",2018-07-03 01:39:00,0.0,0.0,0.0,1.0
443,FoxNews,"""The Cold War is so far behind us... that socialism has lost its connotation and association with the rivers of blo… https://t.co/NAR6CCkUs3",2018-07-03 01:31:00,-0.7351,0.0,0.237,0.763
444,FoxNews,"Bear recorded relaxing in hot tub, drinking margarita https://t.co/L2O6u95DMb",2018-07-03 01:24:00,0.4939,0.286,0.0,0.714
445,FoxNews,"Rachel Dolezal, also known as Nkechi Diallo, booked and released on welfare fraud, other charges… https://t.co/JgDI4fmxS8",2018-07-03 01:17:00,-0.5859,0.0,0.202,0.798
446,FoxNews,Michael Goodwin: The left needs to face reality -- #Trump is winning https://t.co/mapI88fmPz,2018-07-03 01:10:00,0.5267,0.221,0.0,0.779
447,FoxNews,"In an op-ed, Peggy Grande discusses her former boss, President Ronald Reagan and how he ""never engaged in the polit… https://t.co/lOO2Grg68w",2018-07-03 01:03:00,-0.3089,0.0,0.101,0.899
448,FoxNews,"Lawyer accused of murdering his wife in 1973, staging car crash to cover it up, is convicted https://t.co/6RiMbXQZ9x https://t.co/GDTTT39qPb",2018-07-03 00:56:00,-0.8481,0.0,0.365,0.635
449,FoxNews,"Texas mom's viral sunburn hack works, but it's not 'magical cure,' dermatologists warn https://t.co/ZNZRiEzpzE",2018-07-03 00:49:00,-0.1531,0.0,0.11,0.89
450,FoxNews,LAPD arrests anti-Trump Los Angeles councilman among protesters blocking entrances to ICE detention facility https://t.co/eXv1o8Np5g,2018-07-03 00:42:00,-0.836,0.0,0.474,0.526
451,FoxNews,"Texas city to fly 40,000 American flags, one at every home, on 4th of July #ProudAmerican https://t.co/dw9EIyEBJg https://t.co/5p894yPsaj",2018-07-03 00:35:00,0.0,0.0,0.0,1.0
452,FoxNews,"After fiery protests over Antwon Rose shooting, community hopes to heal https://t.co/NAZCgKktoF",2018-07-03 00:28:00,-0.128,0.174,0.267,0.559
453,FoxNews,An American flag is placed next to five crosses at a makeshift memorial outside the office building housing The Cap… https://t.co/HVkRPCZ8Yi,2018-07-03 00:21:00,0.0,0.0,0.0,1.0
454,FoxNews,'Last Man Standing' Season 7 will have to recast two key cast members who aren't returning https://t.co/ITdBXjJ3lR,2018-07-03 00:14:00,0.0,0.0,0.0,1.0
455,FoxNews,"""THIS IS WHAT A HERO LOOKS LIKE"": An Arizona woman was saved from a rattlesnake bite on Friday when her puppy jumpe… https://t.co/EKt0AklnDH",2018-07-03 00:09:06,0.7983,0.273,0.0,0.727
456,FoxNews,.@DevinNunes wants 10 officials who served during Obama administration to testify on Russia probe https://t.co/JLJWANjpeC,2018-07-02 23:55:02,0.0,0.0,0.0,1.0
457,FoxNews,".@yjfischer: ""When President @realDonaldTrump pulled out of the Iran nuclear deal, he really weakened Rouhani and h… https://t.co/hrOKCvjLN1",2018-07-02 23:50:37,-0.3804,0.0,0.132,0.868
458,FoxNews,"Belgian couple arrested in plot to bomb Iranian opposition event attended by Giuliani, Gingrich https://t.co/3ZpC9dDziE",2018-07-02 23:46:46,-0.743,0.0,0.326,0.674
459,FoxNews,".@JonahNRO: ""We live in this culture where we don't teach people to be grateful for the incredible bounty that capi… https://t.co/nMcJRBiq6D",2018-07-02 23:39:21,0.4588,0.13,0.0,0.87
460,FoxNews,Stoneman Douglas shooting victims' families each get $400G from GoFundMe campaign https://t.co/jIHyMcm4P5,2018-07-02 23:28:07,-0.3182,0.0,0.173,0.827
461,FoxNews,Los Angeles City Councilman Mike Bonin is handcuffed after being arrested in front of the Immigration and Customs E… https://t.co/9M3d09DcU8,2018-07-02 23:23:21,-0.4767,0.0,0.14,0.86
462,FoxNews,Officers killed in the line of duty in 2018 https://t.co/1UzcvHddEu,2018-07-02 23:18:14,-0.6705,0.0,0.333,0.667
463,FoxNews,".@Judgenap on SCOTUS pick: ""I think the @POTUS is concerned with how the person thinks and what their attitude is a… https://t.co/0PtW9wkvcp",2018-07-02 23:13:07,0.0,0.0,0.0,1.0
464,FoxNews,"XXXTentacion's mom reveals rapper's mausoleum, calls him her 'guardian angel' in Instagram post https://t.co/u9hk4TWeim",2018-07-02 23:08:17,0.0,0.0,0.0,1.0
465,FoxNews,".@MZHemingway: ""You have a problem again with the Democratic Party— a lot of people have invested in just resistanc… https://t.co/hH6FAgfBci",2018-07-02 22:54:06,-0.4019,0.0,0.137,0.863
466,FoxNews,"July 4 terror plot thwarted in Cleveland, suspect pledged allegiance to Al Qaeda, FBI says https://t.co/KmXroQZUTX",2018-07-02 22:48:10,-0.6908,0.0,0.358,0.642
467,FoxNews,".@MZHemingway on SCOTUS pick: ""If past is prologue it will be very contentious."" @SpecialReport https://t.co/tQheK69UAK",2018-07-02 22:46:44,0.0,0.0,0.0,1.0
468,FoxNews,Albuquerque TV newscast canceled after 'intruder' enters newsroom https://t.co/4V41yxEqke,2018-07-02 22:44:00,0.0,0.0,0.0,1.0
469,FoxNews,#TheFive: 'Divisive' @RepMaxineWaters Turns Attention to Her Own Party Leadership https://t.co/BfdGIVlJeX,2018-07-02 22:42:22,0.4019,0.213,0.0,0.787
470,FoxNews,STUNNING: The sun sets behind the Statue Of Liberty in New York on July 1. https://t.co/AtJcNEW9BC,2018-07-02 22:28:58,0.7739,0.325,0.0,0.675
471,FoxNews,President @realDonaldTrump to announce Justice Kennedy replacement next week https://t.co/Qv3V8cR8Qa,2018-07-02 22:05:51,0.5267,0.274,0.0,0.726
472,FoxNews,Belgium rallies to stun Japan in #WorldCup last 16 https://t.co/od1IiqtwOi,2018-07-02 22:04:00,0.0,0.0,0.0,1.0
473,FoxNews,Hawaii to ban sale of sunscreen containing chemicals damaging to coral reefs https://t.co/cCfxtIQYcE,2018-07-02 22:00:34,-0.7845,0.0,0.385,0.615
474,FoxNews,Stan Lee's former business manager pleads not guilty to filing false police reports https://t.co/HzR78e3CSA,2018-07-02 21:57:15,0.3252,0.152,0.0,0.848
475,FoxNews,".@kimguilfoyle: ""[@RepMaxineWaters] is not to be commended for her rhetoric. I think it is divisive and I think it… https://t.co/QeW6sz66HR",2018-07-02 21:51:34,-0.3412,0.0,0.124,0.876
476,FoxNews,"On June 25, the @DallasZoo welcomed their first baby gorilla in 20 years. Hope, a 22-year-old western lowland goril… https://t.co/LVBmNHi1cj",2018-07-02 21:48:50,0.6369,0.237,0.049,0.714
477,FoxNews,Norwegian Cruise employee rescued by Carnival Cruise 22 hours after falling overboard https://t.co/t0Zi5ZZoWr,2018-07-02 21:44:57,0.296,0.182,0.104,0.714
478,FoxNews,".@tomshillue: ""The Democratic Party is going too far to the left."" #TheFive https://t.co/c2874NsJpQ https://t.co/yb7IzT68ze",2018-07-02 21:39:19,0.4019,0.172,0.0,0.828
479,FoxNews,".@SecPompeo will depart for third North Korea trip on July 5, @WhiteHouse says https://t.co/4z6BvWnRET",2018-07-02 21:34:42,0.0,0.0,0.0,1.0
480,FoxNews,".@kimguilfoyle: ""It makes absolutely no sense, from [a] public safety perspective, to abolish ICE."" #TheFive https://t.co/Y4en5W9ziZ",2018-07-02 21:29:30,0.079,0.145,0.129,0.726
481,FoxNews,"On @foxandfriends, Counselor to the President @KellyannePolls slammed Democrats who are calling for the ""abolition… https://t.co/8bORubPjOp",2018-07-02 21:24:02,0.0,0.0,0.0,1.0
482,FoxNews,".@ChrisStirewalt on SCOTUS pick: ""These heinous expectations are met with a nice, competent person and people go, '… https://t.co/b58EfHwS2q",2018-07-02 21:17:04,0.6249,0.242,0.0,0.758
483,FoxNews,"Democrats calling for ICE to be abolished include Kirsten Gillibrand, Elizabeth Warren and others https://t.co/88utUCIZMV",2018-07-02 21:08:41,0.0,0.0,0.0,1.0
484,FoxNews,.@DevinNunes Trolls CA Dems on LeBron James Move: 'Prepare for the Moonbeam Weather Tax' https://t.co/VhCTKEkrlT,2018-07-02 21:03:33,0.0,0.0,0.0,1.0
485,FoxNews,".@PressSec: ""The @POTUS is focused on helping protect American workers and American industries and create a fair pl… https://t.co/8tOjuRJJVB",2018-07-02 20:48:50,0.8689,0.476,0.0,0.524
486,FoxNews,".@PressSec: ""The @POTUS is focused not on the short-term, but on the long-term and he wants to make sure that we're… https://t.co/M4fqHwphB0",2018-07-02 20:42:08,0.5789,0.192,0.0,0.808
487,FoxNews,".@PressSec on @POTUS' conversation with the president-elect of Mexico: ""We are going to continue focusing on making… https://t.co/SJCFuhYk53",2018-07-02 20:36:35,0.0,0.0,0.0,1.0
488,FoxNews,".@PressSec: ""We've been very nice to Canada for many years and they've taken advantage of that, particularly advant… https://t.co/ZPUgW0jn8k",2018-07-02 20:31:00,0.624,0.231,0.0,0.769
489,FoxNews,".@PressSec on immigration: ""I think it's outrageous that Democrats have not come to the table and tried to help fix… https://t.co/Xq61OrEwdA",2018-07-02 20:27:23,-0.0772,0.109,0.121,0.769
490,FoxNews,".@PressSec on North Korea: ""Progress continues to be made."" https://t.co/MmdOTWpfR3 https://t.co/znxRk6VBj5",2018-07-02 20:23:59,0.4215,0.219,0.0,0.781
491,FoxNews,".@PressSec on SCOTUS pick: ""[President @realDonaldTrump is] looking for individuals that have the right intellect,… https://t.co/f1PCvbLx1h",2018-07-02 20:20:57,0.0,0.0,0.0,1.0
492,FoxNews,".@PressSec: ""This morning, the Department of Justice and @FBI's joint terrorism task force announced the arrest of… https://t.co/ZQALtbh37O",2018-07-02 20:17:45,-0.5574,0.134,0.276,0.591
493,FoxNews,WATCH: @WhiteHouse @PressSec Sarah Sanders holds a press briefing.  https://t.co/7y8ZWLa0nm,2018-07-02 20:11:48,0.0,0.0,0.0,1.0
494,FoxNews,Bid to split California into 3 states gains traction – could it really happen? https://t.co/JlSLPwtR7S,2018-07-02 20:10:44,0.34,0.167,0.0,0.833
495,FoxNews,AWAITING: @WhiteHouse Press Briefing https://t.co/Ao0xIxX4ZX,2018-07-02 20:07:05,0.0,0.0,0.0,1.0
496,FoxNews,Canadian tariffs on some U.S. goods kick in; China to follow July 6 https://t.co/qb5u9yEvoO https://t.co/IvHVgTGn24,2018-07-02 20:06:19,0.0,0.0,0.0,1.0
497,FoxNews,Woman seen on video spitting at Chicago cop sentenced for misdemeanor battery https://t.co/ezFFTDdSrh,2018-07-02 20:00:42,-0.0258,0.0,0.084,0.916
498,FoxNews,".@GordonGChang: ""If [President @realDonaldTrump] can't get the North Koreans to give up their weapons and commit to… https://t.co/YQBinh7V0D",2018-07-02 19:54:55,-0.1779,0.104,0.137,0.758
499,FoxNews,"'Good Cemeterian' honors veterans by restoring gravestones, celebrating their stories https://t.co/SXwdGhu45j",2018-07-02 19:50:25,0.891,0.617,0.077,0.306
500,FoxNews,JUST IN: Idaho stabbing suspect charged with murder after 3-year-old girl dies https://t.co/cRTBrdO9Ta,2018-07-02 19:48:17,-0.8271,0.0,0.465,0.535
